Status	Exclude	Word	Alternative
-	1	verbaden	verboden
-	1	verbad	verfbad;verband
-	1	verbid	
-	1	verbidden	
-	1	verbidt	
F	1	weden	werden
F	1	zoude	
K	0	kannengeluk	
K	0	mannengeluk	
K	1	gebeid	gebied
K	1	wede	
K	1	zaan	Zaan
